subject_id,study,Cohort,Race,Gender,First-Generation,bedtime_mssd,total_sleep_time,midpoint_sleep,frac_nights_with_data,daytime_sleep,Cumulative GPA,End-of-term GPA,term_units,Relative Course Load,time_collection,University
577,1,lac2,Non-underrepresented,Male,Non-first gen,0.110240644,393.72,393.32,0.862068966,52.8,3.78,3.81,46,-0.604268491,"Spring, 2017",CMU
581,1,lac2,Non-underrepresented,Male,Non-first gen,0.419997124,397.962963,411.037037,0.931034483,39.22222222,3.56,4,45,-0.842877075,"Spring, 2017",CMU
586,1,lac2,Non-underrepresented,Male,Non-first gen,1.398122428,427.1052632,457.3157895,0.655172414,28.52631579,3.8,4,49,0.11155726,"Spring, 2017",CMU
609,1,lac2,Non-underrepresented,Male,Non-first gen,0.04941701,421.4736842,330.5526316,0.655172414,25.68421053,3.77,3.79,47,-0.365659907,"Spring, 2017",CMU
613,1,lac2,Non-underrepresented,Male,Non-first gen,0.183344041,388.4090909,398.9318182,0.75862069,44.18181818,4,4,54,1.304600178,"Spring, 2017",CMU
631,1,lac2,Non-underrepresented,Male,Non-first gen,0.781137022,428.5,477.8571429,0.965517241,32.60714286,2.36,2.79,47,-0.365659907,"Spring, 2017",CMU
662,1,lac2,Underrepresented,Male,Non-first gen,0.489205703,457.3703704,535.4444444,0.931034483,30.92592593,1.7,2.47,43,-1.320094242,"Spring, 2017",CMU
665,1,lac2,Non-underrepresented,Male,Non-first gen,0.103651556,405.3846154,442.7307692,0.896551724,40.07692308,3.52,3.57,51,0.588774427,"Spring, 2017",CMU
670,1,lac2,Non-underrepresented,Male,Non-first gen,0.289564472,413.1071429,407.5178571,0.965517241,44.32142857,3,3.53,45,-0.842877075,"Spring, 2017",CMU
1,2,uw1,Non-underrepresented,Male,Non-first gen,0.321182967,445.24,425.78,0.892857143,67.48,3.196295815,3.9,5,-3.982520982,"Spring, 2018",UW
10,2,uw1,Non-underrepresented,Male,Non-first gen,0.177411806,361.8095238,289.9047619,0.75,49.28571429,3.9230765,4,15,0.373361342,"Spring, 2018",UW
12,2,uw1,Non-underrepresented,Male,Non-first gen,0.099630855,370.5,390.2083333,0.857142857,26.125,3.555172069,3.56923,13,-0.497815123,"Spring, 2018",UW
13,2,uw1,Non-underrepresented,Male,Non-first gen,1.118415316,404.8,406.08,0.892857143,103.08,3.592856464,3.533333,15,0.373361342,"Spring, 2018",UW
28,2,uw1,Non-underrepresented,Male,Non-first gen,0.069268785,439.2142857,326.6964286,1,48.60714286,3.744827034,3.838461,13,-0.497815123,"Spring, 2018",UW
38,2,uw1,Non-underrepresented,Male,Non-first gen,0.147709295,433.25,417.525,0.714285714,72.05,3.883333,3.9,10,-1.80457982,"Spring, 2018",UW
39,2,uw1,Non-underrepresented,Male,Non-first gen,0.054357948,371.1071429,493.0714286,1,25.78571429,3.466666182,3.608333,12,-0.933403355,"Spring, 2018",UW
45,2,uw1,Non-underrepresented,Male,Non-first gen,0.127034845,348.962963,330.7962963,0.964285714,53.07407407,3.96,3.766666,15,0.373361342,"Spring, 2018",UW
47,2,uw1,Non-underrepresented,Male,Non-first gen,0.126940253,337.3928571,437.75,1,84.96428571,3.8666665,3.566666,15,0.373361342,"Spring, 2018",UW
49,2,uw1,Non-underrepresented,Male,Non-first gen,11.48029478,400.25,536.6875,0.285714286,68.5,3.396551241,3.563636,11,-1.368991587,"Spring, 2018",UW
54,2,uw1,Non-underrepresented,Male,Non-first gen,1.469314583,399.5238095,573.5714286,0.75,76.38095238,3.082757931,2.477777,18,1.680126039,"Spring, 2018",UW
57,2,uw1,Non-underrepresented,Male,Non-first gen,0.059450746,438.75,370.5625,0.857142857,42.70833333,3.2,3.038461,13,-0.497815123,"Spring, 2018",UW
76,2,uw1,Non-underrepresented,Male,Non-first gen,0.044577991,434.3333333,351.6296296,0.964285714,41.7037037,3.686206552,3.335714,14,-0.06222689,"Spring, 2018",UW
88,2,uw1,Non-underrepresented,Male,Non-first gen,0.786485333,436.3846154,394.0769231,0.928571429,64.19230769,3.54074037,3.233333,15,0.373361342,"Spring, 2018",UW
95,2,uw1,Non-underrepresented,Male,Non-first gen,0.076273333,496.8461538,300.0192308,0.928571429,19.07692308,3.9041665,3.9,10,-1.80457982,"Spring, 2018",UW
97,2,uw1,Underrepresented,Male,Non-first gen,0.062107988,389.7407407,355.7407407,0.964285714,25.62962963,3.693102931,3.533333,15,0.373361342,"Spring, 2018",UW
99,2,uw1,Non-underrepresented,Male,Non-first gen,0.129263556,400.0384615,385.3846154,0.928571429,47.5,3.590624313,3.366666,15,0.373361342,"Spring, 2018",UW
120,2,uw1,Non-underrepresented,Male,Non-first gen,0.058558147,408,400.5714286,1,26.71428571,2.611110667,3.464285,14,-0.06222689,"Spring, 2018",UW
138,2,uw1,Non-underrepresented,Male,Non-first gen,1.494677855,386.0769231,540.0769231,0.464285714,22.38461538,3.7730765,3.866666,15,0.373361342,"Spring, 2018",UW
140,2,uw1,Non-underrepresented,Male,Non-first gen,0.070595946,441.9285714,373.5357143,1,23.07142857,3.803333,3.944444,18,1.680126039,"Spring, 2018",UW
143,2,uw1,Non-underrepresented,Male,Non-first gen,0.042815482,449.2,381,0.714285714,36.7,3.986842105,3.916666,18,1.680126039,"Spring, 2018",UW
145,2,uw1,Non-underrepresented,Male,Non-first gen,0.168380889,423.6923077,490.6730769,0.928571429,31.92307692,3.239130435,3.633333,15,0.373361342,"Spring, 2018",UW
156,2,uw1,Non-underrepresented,Male,Non-first gen,1.552285856,346.7142857,435.2678571,1,60.82142857,3.609374969,3.441176,17,1.244537807,"Spring, 2018",UW
159,2,uw1,Underrepresented,Male,Non-first gen,0.467478632,287.8571429,456.4285714,0.5,104.4285714,3.421428286,2.91875,16,0.808949574,"Spring, 2018",UW
160,2,uw1,Non-underrepresented,Male,Non-first gen,0.086288265,455.6,437.7333333,0.535714286,18.26666667,3.709090818,3.442857,14,-0.06222689,"Spring, 2018",UW
178,2,uw1,Non-underrepresented,Male,Non-first gen,1.836083984,329.4117647,600.0294118,0.607142857,39.64705882,3.269999433,2.894444,18,1.680126039,"Spring, 2018",UW
181,2,uw1,Non-underrepresented,Male,Non-first gen,1.432682639,368.6666667,537.6666667,0.75,88.76190476,2.8999996,3.266666,15,0.373361342,"Spring, 2018",UW
183,2,uw1,Non-underrepresented,Male,Non-first gen,0.466439556,353.6538462,476.2692308,0.928571429,52.61538462,3.880645161,4,15,0.373361342,"Spring, 2018",UW
184,2,uw1,Non-underrepresented,Male,Non-first gen,0.609090078,388.7857143,367.3571429,1,46,3.8799996,3.666666,15,0.373361342,"Spring, 2018",UW
194,2,uw1,Non-underrepresented,Male,Non-first gen,0.656165123,485.8571429,425.1428571,0.25,19.85714286,3.5299995,3.733333,15,0.373361342,"Spring, 2018",UW
197,2,uw1,Underrepresented,Male,Non-first gen,0.317611961,404,430.3666667,0.535714286,63.66666667,2.983333,2.933333,15,0.373361342,"Spring, 2018",UW
202,2,uw1,Non-underrepresented,Male,Non-first gen,20.84922497,393.5,647.75,0.357142857,56.7,3.886206586,3.866666,15,0.373361342,"Spring, 2018",UW
205,2,uw1,Non-underrepresented,Male,Non-first gen,0.072973373,475.2962963,307.2222222,0.964285714,49.88888889,3.7999995,3.766666,15,0.373361342,"Spring, 2018",UW
313,3,uw2,Non-underrepresented,Male,Non-first gen,0.053141289,383.9642857,323.3035714,1,17.39285714,2.92,3.52,15,0.041207105,"Spring, 2019",UW
320,3,uw2,Non-underrepresented,Male,Non-first gen,0.123543721,420.2962963,393.1296296,0.964285714,26.51851852,3.335,3.63,15,0.041207105,"Spring, 2019",UW
347,3,uw2,Non-underrepresented,Male,Non-first gen,0.07504763,418.5357143,327.3571429,1,35.64285714,3.816896552,3.67,15,0.041207105,"Spring, 2019",UW
353,3,uw2,Non-underrepresented,Male,Non-first gen,0.111226852,401.88,372.12,0.892857143,43.96,2.827857143,3,9,-3.08304066,"Spring, 2019",UW
370,3,uw2,Non-underrepresented,Male,Non-first gen,0.131931111,366.3846154,380.6730769,0.928571429,71.07692308,3.315,3.9,16,0.561915066,"Spring, 2019",UW
372,3,uw2,Non-underrepresented,Male,Non-first gen,0.214004157,466.6363636,275.1363636,0.785714286,59.59090909,3.428333333,3.28,13,-1.000208817,"Spring, 2019",UW
374,3,uw2,Non-underrepresented,Male,Non-first gen,0.026300869,533.2142857,291.4821429,1,10.39285714,3.938,3.8,15,0.041207105,"Spring, 2019",UW
376,3,uw2,Non-underrepresented,Male,Non-first gen,0.044731367,363.2857143,341.3928571,1,70.17857143,3.267272727,3.84,15,0.041207105,"Spring, 2019",UW
385,3,uw2,Non-underrepresented,Male,Non-first gen,0.154886999,497.8888889,434.037037,0.964285714,22.33333333,3.33,3.59,14,-0.479500856,"Spring, 2019",UW
388,3,uw2,Non-underrepresented,Male,Non-first gen,0.036096632,402.3214286,356.2678571,1,44.14285714,3.75862069,3.43,15,0.041207105,"Spring, 2019",UW
390,3,uw2,Non-underrepresented,Male,Non-first gen,3.433156829,433.28,493,0.892857143,42.08,2.498235294,3.83,13,-1.000208817,"Spring, 2019",UW
391,3,uw2,Non-underrepresented,Male,Non-first gen,0.053640286,401.037037,340.7407407,0.964285714,32.55555556,3.788181818,3.91,16,0.561915066,"Spring, 2019",UW
392,3,uw2,Non-underrepresented,Male,Non-first gen,0.051933775,359.3928571,395.4464286,1,57.32142857,3.720645161,3.77,18,1.603330987,"Spring, 2019",UW
403,3,uw2,Non-underrepresented,Male,Non-first gen,0.055881778,508.8846154,269.0576923,0.928571429,15.38461538,3.546363636,3.46,17,1.082623027,"Spring, 2019",UW
404,3,uw2,Non-underrepresented,Male,Non-first gen,0.847938034,336.3703704,434.6666667,0.964285714,110.5925926,2.538947368,1.96,12,-1.520916778,"Spring, 2019",UW
411,3,uw2,Underrepresented,Male,Non-first gen,0.174149901,336.3928571,380.5535714,1,33.17857143,3.03,2,16,0.561915066,"Spring, 2019",UW
427,3,uw2,Non-underrepresented,Male,Non-first gen,0.733563476,194.7826087,330.0869565,0.821428571,292.3043478,2.947272727,1.07,15,0.041207105,"Spring, 2019",UW
432,3,uw2,Non-underrepresented,Male,Non-first gen,1.122251808,371.5714286,442,0.5,25.42857143,3.2525,3.93,15,0.041207105,"Spring, 2019",UW
442,3,uw2,Non-underrepresented,Male,Non-first gen,0.023350099,387.4642857,338.2321429,1,33.10714286,3.673448276,4,15,0.041207105,"Spring, 2019",UW
445,3,uw2,Non-underrepresented,Male,Non-first gen,0.053512803,397.25,360.3571429,1,68.46428571,3.348181818,3.71,17,1.082623027,"Spring, 2019",UW
456,3,uw2,Non-underrepresented,Male,Non-first gen,0.03909084,466.9642857,312.4821429,1,11.85714286,3.925454545,4,16,0.561915066,"Spring, 2019",UW
474,3,uw2,Underrepresented,Male,Non-first gen,0.753851085,350.8148148,494.2222222,0.964285714,117.037037,3.092333333,2.26,8,-3.603748621,"Spring, 2019",UW
489,3,uw2,Non-underrepresented,Male,Non-first gen,0.057797091,466.2592593,327.0555556,0.964285714,19.92592593,3.46,3.37,13,-1.000208817,"Spring, 2019",UW
491,3,uw2,Underrepresented,Male,Non-first gen,0.341533333,337.5,447.96875,0.571428571,21.8125,3.40875,3.11,17,1.082623027,"Spring, 2019",UW
502,3,uw2,Underrepresented,Male,Non-first gen,0.130016928,463.1,386.2,0.714285714,37.6,3.3,2.87,15,0.041207105,"Spring, 2019",UW
505,3,uw2,Non-underrepresented,Male,Non-first gen,0.10698674,461.0714286,296.625,1,20.03571429,4,4,14,-0.479500856,"Spring, 2019",UW
512,3,uw2,Non-underrepresented,Male,Non-first gen,0.029265928,436.25,319.475,0.714285714,20.8,3.295882353,3.33,18,1.603330987,"Spring, 2019",UW
516,3,uw2,Non-underrepresented,Male,Non-first gen,0.059306508,451.0714286,306.2142857,1,29.75,3.625714286,3.54,17,1.082623027,"Spring, 2019",UW
524,3,uw2,Non-underrepresented,Male,Non-first gen,0.150336458,391.8928571,375.8035714,1,40.82142857,3.875555556,3.87,14,-0.479500856,"Spring, 2019",UW
525,3,uw2,Non-underrepresented,Male,Non-first gen,0.633393738,335.2592593,528.3333333,0.964285714,83.40740741,1.587692308,0.35,10,-2.5623327,"Spring, 2019",UW
542,3,uw2,Underrepresented,Male,Non-first gen,0.067167353,426.5,468.1785714,1,67.28571429,3.165,3.33,16,0.561915066,"Spring, 2019",UW
544,3,uw2,Non-underrepresented,Male,Non-first gen,0.090050154,452.56,400.36,0.892857143,93.44,3.223703704,3.5,15,0.041207105,"Spring, 2019",UW
546,3,uw2,Non-underrepresented,Male,Non-first gen,0.055878667,414.6153846,348.5576923,0.928571429,34.69230769,3.670689655,3.62,15,0.041207105,"Spring, 2019",UW
549,3,uw2,Underrepresented,Male,Non-first gen,0.174796598,403.4444444,337.4074074,0.964285714,63.96296296,3.324347826,3.46,14,-0.479500856,"Spring, 2019",UW
550,3,uw2,Non-underrepresented,Male,Non-first gen,0.123336382,399.1071429,366.6785714,1,47.78571429,3.5532142860000002,3.54,13,-1.000208817,"Spring, 2019",UW
552,3,uw2,Non-underrepresented,Male,Non-first gen,0.143658222,429.2307692,405.0961538,0.928571429,45.57692308,3.713928571,3.19,13,-1.000208817,"Spring, 2019",UW
561,3,uw2,Non-underrepresented,Male,Non-first gen,0.168621333,445.2692308,382.5576923,0.928571429,25.15384615,3.5353125,2.97,15,0.041207105,"Spring, 2019",UW
569,3,uw2,Non-underrepresented,Male,Non-first gen,0.057352538,388,321.65,0.357142857,41.1,3.1625,3.71,19,2.124038948,"Spring, 2019",UW
10237,4,nh,Non-underrepresented,Female,Non-first gen,0.059588096,427.8571429,309.5535714,0.933333333,56.96428571,3.111,3.333166667,NA,NA,"Spring, 2016",NDU
11002,4,nh,Non-underrepresented,Male,Non-first gen,0.192880527,371.5517241,408.9655172,0.966666667,29.79310345,3.904857143,3.952428571,NA,NA,"Spring, 2016",NDU
13486,4,nh,Non-underrepresented,Male,Non-first gen,0.086050007,401.9666667,454.45,1,76,3.277666667,3.611166667,NA,NA,"Spring, 2016",NDU
14279,4,nh,Non-underrepresented,Female,Non-first gen,0.076413331,427.3333333,337.8666667,1,48.3,3.777833333,3.722166667,NA,NA,"Spring, 2016",NDU
14571,4,nh,Underrepresented,Male,Non-first gen,0.136600366,440.2142857,383.4285714,0.933333333,30.75,3.333428571,3.3335,NA,NA,"Spring, 2016",NDU
14737,4,nh,Non-underrepresented,Male,Non-first gen,0.222378222,306,460.1346154,0.866666667,49.30769231,3.666833333,3.777833333,NA,NA,"Spring, 2016",NDU
15134,4,nh,Non-underrepresented,Female,Non-first gen,0.159636811,350.95,362.025,0.666666667,54.35,3.6666,3.5555,NA,NA,"Spring, 2016",NDU
17308,4,nh,Underrepresented,Female,Non-first gen,0.062218919,412.5,353.05,1,21.63333333,3.761857143,3.714428571,NA,NA,"Spring, 2016",NDU
17932,4,nh,Non-underrepresented,Male,Non-first gen,0.127169657,415.36,417.06,0.833333333,36.12,3.833333333,3.833333333,NA,NA,"Spring, 2016",NDU
19245,4,nh,Non-underrepresented,Male,Non-first gen,0.738920422,279.1724138,471.5517241,0.966666667,122.7931034,3.777666667,3.9445,NA,NA,"Spring, 2016",NDU
19735,4,nh,Underrepresented,Male,Non-first gen,0.116449333,381.8333333,372.55,1,64.93333333,3.5555,3.7334,NA,NA,"Spring, 2016",NDU
21090,4,nh,Non-underrepresented,Female,Non-first gen,0.199272605,425.1034483,396.1724138,0.966666667,11.68965517,3.9445,3.9445,NA,NA,"Spring, 2016",NDU
21887,4,nh,Non-underrepresented,Male,Non-first gen,0.080944586,460.6896552,448.137931,0.966666667,72.24137931,3.611166667,3.9445,NA,NA,"Spring, 2016",NDU
21932,4,nh,Non-underrepresented,Male,Non-first gen,0.177988506,357.4333333,394.45,1,127.9,3.9445,4,NA,NA,"Spring, 2016",NDU
22138,4,nh,Non-underrepresented,Male,Non-first gen,0.161572202,427.8,337.1,1,34.5,3.666714286,3.91675,NA,NA,"Spring, 2016",NDU
22408,4,nh,Non-underrepresented,Male,Non-first gen,0.023949778,383.9230769,402.5576923,0.866666667,18.38461538,3.777833333,3.888833333,NA,NA,"Spring, 2016",NDU
22688,4,nh,Non-underrepresented,Male,Non-first gen,0.119553772,393.4666667,346.2833333,1,68.43333333,3.888833333,3.9445,NA,NA,"Spring, 2016",NDU
22842,4,nh,Non-underrepresented,Male,Non-first gen,0.189318932,405.3,463.2,1,97.36666667,3.3334,2.833333333,NA,NA,"Spring, 2016",NDU
23270,4,nh,Non-underrepresented,Female,Non-first gen,0.062982214,449.0344828,305.3103448,0.966666667,18.65517241,3.9445,3.904714286,NA,NA,"Spring, 2016",NDU
23518,4,nh,Non-underrepresented,Female,Non-first gen,0.18617284,372.12,457.86,0.833333333,40.12,3.1336,3.4445,NA,NA,"Spring, 2016",NDU
24883,4,nh,Non-underrepresented,Male,Non-first gen,0.111539116,399.6896552,404.8275862,0.966666667,38.65517241,4,3.889,NA,NA,"Spring, 2016",NDU
25197,4,nh,Non-underrepresented,Male,Non-first gen,0.119247589,377.9666667,383.8,1,13.8,3.9445,3.888833333,NA,NA,"Spring, 2016",NDU
25548,4,nh,Non-underrepresented,Male,Non-first gen,0.055182823,426.0344828,351.137931,0.966666667,35.93103448,3.9445,3.889,NA,NA,"Spring, 2016",NDU
26272,4,nh,Non-underrepresented,Female,Non-first gen,1.020780298,304,544.125,0.8,49.20833333,3.904857143,3.476142857,NA,NA,"Spring, 2016",NDU
26320,4,nh,Non-underrepresented,Female,Non-first gen,0.096254459,382.3666667,405.1333333,1,50.7,3.4445,3.777833333,NA,NA,"Spring, 2016",NDU
26858,4,nh,Non-underrepresented,Female,Non-first gen,0.023841987,397.7666667,318.2833333,1,25.6,3.5,3.666666667,NA,NA,"Spring, 2016",NDU
27306,4,nh,Non-underrepresented,Female,Non-first gen,0.215915638,374.1052632,394.1052632,0.633333333,44.78947368,3.0666,3.4668,NA,NA,"Spring, 2016",NDU
28327,4,nh,Non-underrepresented,Female,Non-first gen,0.78823829,332.6666667,465.1666667,0.8,39.83333333,3.833333333,3.666666667,NA,NA,"Spring, 2016",NDU
28653,4,nh,Non-underrepresented,Male,Non-first gen,0.13544076,413.6206897,341.3793103,0.966666667,54.44827586,3.888833333,3.722333333,NA,NA,"Spring, 2016",NDU
29257,4,nh,Underrepresented,Male,Non-first gen,0.086683673,369.9310345,402.6551724,0.966666667,18.55172414,3.619142857,3.809571429,NA,NA,"Spring, 2016",NDU
29885,4,nh,Non-underrepresented,Male,Non-first gen,0.044408305,393.4137931,361.3448276,0.966666667,29.86206897,3.111166667,3.500166667,NA,NA,"Spring, 2016",NDU
30152,4,nh,Non-underrepresented,Female,Non-first gen,0.909390278,324.0952381,482.2619048,0.7,64.38095238,3.389,3.7334,NA,NA,"Spring, 2016",NDU
30453,4,nh,Underrepresented,Female,Non-first gen,12.21054989,282.625,497.125,0.266666667,100.875,3.222,3.611,NA,NA,"Spring, 2016",NDU
31294,4,nh,Non-underrepresented,Female,Non-first gen,0.011592745,411.6428571,349.6964286,0.933333333,7.178571429,3.9445,3.888833333,NA,NA,"Spring, 2016",NDU
33657,4,nh,Underrepresented,Female,Non-first gen,0.065944312,353.1666667,352.95,1,82.13333333,3.4002,3.0555,NA,NA,"Spring, 2016",NDU
33740,4,nh,Underrepresented,Female,Non-first gen,1.903460286,419.5882353,497.2647059,0.566666667,86.47058824,3.428428571,3.5334,NA,NA,"Spring, 2016",NDU
33785,4,nh,Non-underrepresented,Male,Non-first gen,0.069260204,412.9310345,335.9310345,0.966666667,54.17241379,3.555666667,3.4445,NA,NA,"Spring, 2016",NDU
34062,4,nh,Non-underrepresented,Female,Non-first gen,0.234463735,375,340.16,0.833333333,79.08,3.5,3.555666667,NA,NA,"Spring, 2016",NDU
34467,4,nh,Non-underrepresented,Female,Non-first gen,0.127212611,410.7777778,281.6666667,0.6,37.77777778,4,3.952428571,NA,NA,"Spring, 2016",NDU
35344,4,nh,Underrepresented,Female,Non-first gen,0.125761409,404.3793103,340.5862069,0.966666667,33.55172414,4,3.833333333,NA,NA,"Spring, 2016",NDU
35416,4,nh,Non-underrepresented,Male,Non-first gen,0.361600889,371.1923077,437.4038462,0.866666667,37.84615385,3.722333333,3.166666667,NA,NA,"Spring, 2016",NDU
35824,4,nh,Non-underrepresented,Male,Non-first gen,0.225481151,395.9310345,424.7758621,0.966666667,92.68965517,3.388833333,3.5,NA,NA,"Spring, 2016",NDU
36038,4,nh,Underrepresented,Male,Non-first gen,0.116589778,368.9615385,321.9807692,0.866666667,48.96153846,3.4445,3.666714286,NA,NA,"Spring, 2016",NDU
36117,4,nh,Non-underrepresented,Male,Non-first gen,0.052315405,413.6551724,331.6206897,0.966666667,29.44827586,3.571428571,3.777833333,NA,NA,"Spring, 2016",NDU
36501,4,nh,Non-underrepresented,Male,Non-first gen,0.049042728,438.88,376.34,0.833333333,22.92,3.555666667,3.611333333,NA,NA,"Spring, 2016",NDU
36552,4,nh,Non-underrepresented,Female,Non-first gen,0.076128617,389.3666667,350.15,1,32.3,3.714428571,3.666666667,NA,NA,"Spring, 2016",NDU
36574,4,nh,Non-underrepresented,Male,Non-first gen,0.079584121,483.3333333,400.3958333,0.8,26.29166667,3.714285714,3.8668,NA,NA,"Spring, 2016",NDU
36875,4,nh,Non-underrepresented,Female,Non-first gen,0.627589267,407.1666667,372.8541667,0.8,26.625,3.4445,3.722333333,NA,NA,"Spring, 2016",NDU
37404,4,nh,Non-underrepresented,Female,Non-first gen,0.093713782,383.6818182,354.6590909,0.733333333,25.27272727,3.833333333,3.833333333,NA,NA,"Spring, 2016",NDU
38293,4,nh,Non-underrepresented,Female,Non-first gen,0.137694161,341.5172414,394.4310345,0.966666667,22.5862069,3.5555,2.9445,NA,NA,"Spring, 2016",NDU
38610,4,nh,Non-underrepresented,Female,Non-first gen,0.178379905,379.2666667,374.95,1,28.23333333,3.888833333,3.666666667,NA,NA,"Spring, 2016",NDU
38815,4,nh,Non-underrepresented,Male,Non-first gen,0.178348948,333.0740741,373.0740741,0.9,75.44444444,3.778,3.611166667,NA,NA,"Spring, 2016",NDU
39146,4,nh,Non-underrepresented,Female,Non-first gen,0.022459991,422.5,339.375,0.933333333,6.464285714,3.761857143,3.714428571,NA,NA,"Spring, 2016",NDU
42137,4,nh,Non-underrepresented,Female,Non-first gen,0.033565386,359.5,338.1964286,0.933333333,40.25,3.555666667,3.666714286,NA,NA,"Spring, 2016",NDU
43794,4,nh,Non-underrepresented,Female,Non-first gen,0.919180638,352.6296296,380.5185185,0.9,34.44444444,3.889,3.889,NA,NA,"Spring, 2016",NDU
44872,4,nh,Non-underrepresented,Female,Non-first gen,0.261658951,318.1428571,372.9285714,0.233333333,49.42857143,3.9445,3.8335,NA,NA,"Spring, 2016",NDU
44873,4,nh,Underrepresented,Male,Non-first gen,0.140703656,364.2758621,381.4482759,0.966666667,25.24137931,3.333333333,3.778,NA,NA,"Spring, 2016",NDU
44927,4,nh,Underrepresented,Female,Non-first gen,0.083305258,384,374.2,1,16.13333333,3.809714286,3.809571429,NA,NA,"Spring, 2016",NDU
45963,4,nh,Underrepresented,Female,Non-first gen,0.567852444,377.0384615,368.8269231,0.866666667,27.23076923,3.666714286,3.952428571,NA,NA,"Spring, 2016",NDU
46365,4,nh,Non-underrepresented,Male,Non-first gen,0.057471647,398.4074074,371.7777778,0.9,47.2962963,4,4,NA,NA,"Spring, 2016",NDU
46418,4,nh,Non-underrepresented,Male,Non-first gen,0.143034979,375.7368421,376.5,0.633333333,33.52631579,3.666571429,3.875,NA,NA,"Spring, 2016",NDU
47024,4,nh,Non-underrepresented,Female,Non-first gen,0.502055556,390.5238095,428.8333333,0.7,48.66666667,3.889,3.666666667,NA,NA,"Spring, 2016",NDU
47142,4,nh,Non-underrepresented,Female,Non-first gen,0.122579637,407.6785714,335.9107143,0.933333333,55.82142857,3.761857143,3.833333333,NA,NA,"Spring, 2016",NDU
47810,4,nh,Non-underrepresented,Female,Non-first gen,0.046494905,437.3333333,367.3518519,0.9,47.37037037,3.619142857,3.611166667,NA,NA,"Spring, 2016",NDU
48154,4,nh,Non-underrepresented,Female,Non-first gen,0.039539776,462.3333333,344,0.9,20.25925926,3.571571429,3.619142857,NA,NA,"Spring, 2016",NDU
49086,4,nh,Non-underrepresented,Female,Non-first gen,0.092447483,464.7333333,422.7,1,35.4,3.777833333,3.889,NA,NA,"Spring, 2016",NDU
49497,4,nh,Non-underrepresented,Female,Non-first gen,0.084742772,348.4827586,346.6724138,0.966666667,47.06896552,3.722166667,3.777833333,NA,NA,"Spring, 2016",NDU
49539,4,nh,Non-underrepresented,Male,Non-first gen,0.158355913,390.75,406.6041667,0.8,31.625,3.1665,3.611,NA,NA,"Spring, 2016",NDU
49790,4,nh,Underrepresented,Female,Non-first gen,0.080028699,351.3448276,403.2068966,0.966666667,120.862069,3.611333333,3.5,NA,NA,"Spring, 2016",NDU
50766,4,nh,Non-underrepresented,Male,Non-first gen,0.129004444,415.0769231,390.2115385,0.866666667,48.92307692,3.833333333,4,NA,NA,"Spring, 2016",NDU
51437,4,nh,Non-underrepresented,Female,Non-first gen,0.296798611,340.8095238,446.0952381,0.7,26.28571429,3.714428571,3.762,NA,NA,"Spring, 2016",NDU
51475,4,nh,Underrepresented,Female,Non-first gen,2.465545694,316.7857143,437.25,0.466666667,26.78571429,3.666666667,3.777666667,NA,NA,"Spring, 2016",NDU
52302,4,nh,Underrepresented,Male,Non-first gen,0.087727903,430.0333333,469.8833333,1,44.76666667,3.7334,3.611333333,NA,NA,"Spring, 2016",NDU
57359,4,nh,Underrepresented,Female,Non-first gen,0.039417517,446.7241379,320.3965517,0.966666667,77.34482759,3.857142857,4,NA,NA,"Spring, 2016",NDU
57443,4,nh,Underrepresented,Female,Non-first gen,0.271912437,401.8571429,367.3035714,0.933333333,12.85714286,3.277833333,3.611166667,NA,NA,"Spring, 2016",NDU
59097,4,nh,Underrepresented,Male,Non-first gen,0.040231867,445.4333333,410.55,1,66.6,3.722166667,3.7334,NA,NA,"Spring, 2016",NDU
59207,4,nh,Non-underrepresented,Male,Non-first gen,0.166343926,481.3571429,386.9107143,0.933333333,23.57142857,3.389,3.555666667,NA,NA,"Spring, 2016",NDU
62246,4,nh,Non-underrepresented,Male,Non-first gen,0.084193751,437.2,327.4,1,50.5,3.777833333,3.8335,NA,NA,"Spring, 2016",NDU
62617,4,nh,Non-underrepresented,Female,Non-first gen,0.050311138,465,333.2,1,34.03333333,3.777833333,3.722166667,NA,NA,"Spring, 2016",NDU
63138,4,nh,Non-underrepresented,Female,Non-first gen,0.075285927,441.5862069,372.6551724,0.966666667,42.37931034,3.9445,3.91675,NA,NA,"Spring, 2016",NDU
63347,4,nh,Non-underrepresented,Male,Non-first gen,0.09272038,408.3793103,443.7931034,0.966666667,54.03448276,3.952428571,3.904857143,NA,NA,"Spring, 2016",NDU
63419,4,nh,Underrepresented,Female,Non-first gen,1.129071746,330.5185185,491.2777778,0.9,41.77777778,3.291625,3.333285714,NA,NA,"Spring, 2016",NDU
63904,4,nh,Non-underrepresented,Female,Non-first gen,0.067165066,336.9285714,323.0714286,0.933333333,16.25,3.611333333,3.857142857,NA,NA,"Spring, 2016",NDU
64232,4,nh,Non-underrepresented,Female,Non-first gen,0.268498441,404.3103448,401.4310345,0.966666667,110.5172414,3.277833333,3.5555,NA,NA,"Spring, 2016",NDU
64296,4,nh,Non-underrepresented,Male,Non-first gen,0.06068338,347.9,322.4833333,1,34.1,3.5,3.444333333,NA,NA,"Spring, 2016",NDU
65656,4,nh,Non-underrepresented,Male,Non-first gen,0.169742417,311.6071429,376.4464286,0.933333333,27.39285714,3.523857143,3.238142857,NA,NA,"Spring, 2016",NDU
